RMA	Product	Serial Number	Failure Code	Start Date	Finish Date	Failures
E0594629	CL	C75370991	Optical Problem	20140808	20140813	1
E0594636	CL	E50144357	Optical Problem	20140828	20140910	1
E0594637	CO	M94027859	Optical Problem	20140709	20140722	1
E0594675	MT	M64672578	Optical Problem	20141003	20141007	1
E0594687	CL	G98173208	Optical Problem	20140606	20140613	1
E0594724	CO	Q67476814	Optical Problem	20140306	20140317	1
E0594729	PO	T67306031	Optical Problem	20141107	20141111	1
E0594746	MO	F56190259	Optical Problem	20140911	20140924	1
E0594755	CL	A19081132	Optical Problem	20140511	20140513	1
E0594762	CL	B18576762	Optical Problem	20140313	20140317	1
E0594779	CL	F55972055	Optical Problem	20141108	20141121	1
E0594806	CO	K63309435	Optical Problem	20141121	20141124	1
E0594816	CL	T21803593	Optical Problem	20140315	20140317	1
E0594826	PO	K54963992	Optical Problem	20140809	20140818	1
E0594829	CL	N36327935	Optical Problem	20140127	20140129	1
E0594838	BH	N56431195	Optical Problem	20140313	20140314	1
E0594845	CL	T58089335	Optical Problem	20141019	20141022	1
E0594868	CL	A87204998	Optical Problem	20140301	20140303	1
E0594886	CL	L51712971	Optical Problem	20140425	20140430	1
E0594890	CL	J77375836	Optical Problem	20140926	20140930	1
E0594906	CS	N85456140	Optical Problem	20140917	20140918	1
E0594907	PO	J7486273C	Optical Problem	20140910	20140912	1
E0594917	MO	L68231990	Optical Problem	20140611	20140612	1
E0594923	MO	H78080783	Optical Problem	20140223	20140307	1
E0594950	CL	Q28620805	Optical Problem	20141204	20141205	1
E0594968	CL	S61266609	Optical Problem	20140618	20140630	1
E0594969	CL	G28891740	Optical Problem	20140723	20140728	1
E0594976	CO	K18469641	Optical Problem	20141019	20141020	1
E0595011	MT	J83522830	Optical Problem	20140104	20140108	1
E0595016	PO	K34643399	Optical Problem	20140322	20140326	1
E0595032	PO	P70048366	Optical Problem	20140322	20140325	1
E0595083	MO	F79298386	Optical Problem	20140130	20140131	1
E0595098	CO	G92296675	Optical Problem	20140802	20140806	1
E0595121	PO	M15270031	Optical Problem	20140330	20140402	1
E0595137	CO	F51535166	Optical Problem	20140103	20140117	1
E0595146	CD	T57143159	Optical Problem	20141126	20141201	1
E0595176	BH	L60516247	Optical Problem	20140214	20140217	1
E0595183	CO	Q42549912	Optical Problem	20140613	20140618	1
E0595192	CL	Q53625206	Optical Problem	20140521	20140522	1
E0595234	CL	K86783268	Optical Problem	20140314	20140318	1
E0595274	BO	Q96860189	Optical Problem	20141206	20141210	1
E0595282	CO	M60458515	Optical Problem	20140515	20140519	1
E0595284	CL	R55452538	Optical Problem	20141010	20141013	1
E0595296	CL	N80678589	Optical Problem	20140103	20140106	1
E0595304	CL	L72109269	Optical Problem	20140203	20140205	1
E0595334	BO	P47562058	Optical Problem	20141217	20141222	1
E0595345	MT	T77466850	Optical Problem	20140727	20140805	1
E0595347	BO	D47422054	Optical Problem	20140104	20140107	1
E0595377	CL	N14228869	Optical Problem	20141029	20141103	1
E0595387	CD	S10424577	Optical Problem	20141024	20141028	1
E0595409	CO	J67890586	Optical Problem	20140319	20140320	1
E0595459	PD	K98252667	Optical Problem	20140607	20140618	1
E0595479	PO	M59730180	Optical Problem	20140905	20140908	1
E0595494	CL	J82232045	Optical Problem	20141008	20141013	1
E0595502	CL	Q43018712	Optical Problem	20140613	20140626	1
E0595525	PO	M54671205	Optical Problem	20140206	20140212	1
E0595572	CO	Q50983562	Optical Problem	20140716	20140717	1
E0595607	CL	F45870436	Optical Problem	20141001	20141002	1
E0595622	CD	Q15374248	Optical Problem	20140618	20140620	1
E0595629	CO	H13586676	Optical Problem	20140130	20140203	1
E0595656	PO	R52504060	Optical Problem	20140520	20140521	1
E0595701	CL	K58784640	Optical Problem	20140502	20140508	1
E0595717	BH	Q68354390	Optical Problem	20140206	20140211	2
E0595727	MO	L26599744	Optical Problem	20140910	20140918	1
E0595739	CL	G65770621	Optical Problem	20140102	20140113	1
E0595752	CL	E41280680	Optical Problem	20140321	20140324	1
E0595757	PO	T36281558	Optical Problem	20140706	20140709	1
E0595795	PO	F87802463	Optical Problem	20141210	20141211	1
E0595816	BH	N85974182	Optical Problem	20140207	20140211	1
E0595855	CL	S54336109	Optical Problem	20141109	20141113	1
E0595866	CL	E85733892	Optical Problem	20141206	20141208	1
E0595869	CL	P86955308	Optical Problem	20140308	20140310	1
E0595883	CL	N28226402	Optical Problem	20140827	20140909	1
E0595884	CD	H12097902	Optical Problem	20140613	20140616	1
E0595896	MC	L47863697	Optical Problem	20140124	20140128	1
E0595917	CL	B31044382	Optical Problem	20141210	20141217	1
E0595927	PO	A55895007	Optical Problem	20141206	20141216	1
E0595936	CL	L65597501	Optical Problem	20141105	20141107	1
E0595954	CL	Q70662654	Optical Problem	20140825	20140828	1
E0595961	CL	B67288744	Optical Problem	20140411	20140415	1
E0595979	PO	R48300573	Optical Problem	20140514	20140520	1
E0596062	PO	T45652003	Optical Problem	20140105	20140106	1
E0596073	MC	Q93840950	Optical Problem	20140321	20140326	1
E0596075	PO	Q77306114	Optical Problem	20141210	20141215	1
E0596083	CL	Q17399298	Optical Problem	20140326	20140327	1
E0596085	CD	M49871727	Optical Problem	20141106	20141107	1
E0596089	CL	K16903428	Optical Problem	20141019	20141028	1
E0596100	MO	Q39968621	Optical Problem	20140903	20140904	1
E0596123	PO	S73142130	Optical Problem	20140709	20140714	1
E0596157	CL	A18929461	Optical Problem	20141030	20141107	1
E0596163	CL	Q36523977	Optical Problem	20140209	20140212	1
E0596168	CL	S58039491	Optical Problem	20140323	20140326	1
E0596169	PL	A19063752	Optical Problem	20140907	20140910	1
E0596170	CO	C93262277	Optical Problem	20140102	20140103	1
E0596171	PO	S68871602	Optical Problem	20141106	20141107	1
E0596180	CL	L35905300	Optical Problem	20140621	20140625	1
E0596192	CL	L44648837	Optical Problem	20140403	20140408	1
E0596199	CO	D20856503	Optical Problem	20140912	20140918	1
E0596212	PL	J60191014	Optical Problem	20140927	20141008	1
E0596214	CD	Q64061354	Optical Problem	20141106	20141110	1
E0596218	CL	Q35752549	Optical Problem	20140301	20140305	1
E0596239	CO	N68676452	Optical Problem	20140928	20141002	1
E0596249	CD	C10174822	Optical Problem	20140903	20140909	1
E0596260	BH	S42689505	Optical Problem	20140302	20140304	2
E0596274	CS	C81779273	Optical Problem	20140924	20140925	1
E0596325	PO	G91558044	Optical Problem	20140116	20140128	1
E0596337	CD	J52859538	Optical Problem	20141109	20141111	1
E0596364	CD	M74153436	Optical Problem	20140328	20140331	1
E0596375	CD	L26943091	Optical Problem	20140613	20140624	1
E0596411	CO	S66459707	Optical Problem	20141119	20141121	1
E0596418	CS	J98444769	Optical Problem	20140126	20140128	1
E0596432	CD	L78594527	Optical Problem	20140301	20140305	1
E0596433	CD	Q67450859	Optical Problem	20140607	20140609	1
E0596440	PO	H30804074	Optical Problem	20140406	20140407	1
E0596452	CO	M51407803	Optical Problem	20140305	20140307	1
E0596463	PO	H56231560	Optical Problem	20140214	20140219	1
E0596489	CO	P22153780	Optical Problem	20140730	20140804	1
E0596500	CO	P40195010	Optical Problem	20140625	20140630	1
E0596506	PO	G60965129	Optical Problem	20141029	20141103	1
E0596537	CL	Q71125204	Optical Problem	20140924	20140925	1
E0596549	MO	Q77730190	Optical Problem	20140919	20140930	1
E0596567	CD	L48643645	Optical Problem	20141122	20141125	1
E0596579	MO	K52110054	Optical Problem	20141113	20141117	1
E0596591	CO	A21130094	Optical Problem	20140605	20140609	1
E0596593	CL	L80857821	Optical Problem	20140118	20140130	1
E0596598	MC	F56631423	Optical Problem	20140910	20140911	1
E0596613	MC	Q92454722	Optical Problem	20140820	20140826	1
E0596652	CO	N16984352	Optical Problem	20141115	20141119	1
E0596689	CL	F42812853	Optical Problem	20140306	20140320	1
E0596698	PO	Q49825065	Optical Problem	20140918	20140919	1
E0596724	CL	S95183697	Optical Problem	20141112	20141119	1
E0596743	PO	L32490053	Optical Problem	20140920	20141002	1
E0596753	CO	G21847104	Optical Problem	20141126	20141127	1
E0596764	CO	L46404133	Optical Problem	20141107	20141110	1
E0596781	PO	L21655097	Optical Problem	20140118	20140122	1
E0596788	CL	T24064984	Optical Problem	20141030	20141112	1
E0596803	PO	C30346965	Optical Problem	20140802	20140806	1
E0596833	BH	Q14864359	Optical Problem	20141116	20141125	1
E0596860	CL	P72396363	Optical Problem	20141008	20141020	1
E0596888	PO	M32565116	Optical Problem	20140917	20140919	1
E0596889	CL	S24456813	Optical Problem	20140323	20140401	1
E0596902	CD	Q82845304	Optical Problem	20140820	20140825	1
E0596913	PO	A92755179	Optical Problem	20140126	20140127	1
E0596922	PO	Q13560010	Optical Problem	20140316	20140319	1
E0596958	CS	D32610138	Optical Problem	20140215	20140219	1
E0597001	MO	E76531289	Optical Problem	20140906	20140909	1
E0597008	PO	Q77422552	Optical Problem	20140717	20140718	1
E0597035	MO	R71972748	Optical Problem	20140321	20140326	1
E0597040	MT	K87803879	Optical Problem	20140319	20140325	1
E0597082	CL	T31485384	Optical Problem	20140201	20140204	1
E0597095	CO	L64595823	Optical Problem	20140514	20140516	1
E0597100	CS	L88732384	Optical Problem	20140628	20140702	1
E0597106	PO	Q82752083	Optical Problem	20141016	20141021	1
E0597113	CL	Q33782436	Optical Problem	20141112	20141114	1
E0597131	CL	N97987179	Optical Problem	20140614	20140627	1
E0597137	PO	Q36473582	Optical Problem	20140919	20141003	1
E0597150	CO	A73904316	Optical Problem	20140829	20140902	1
E0597189	CL	L53103428	Optical Problem	20141007	20141009	1
E0597199	PL	K78297309	Optical Problem	20140918	20140930	1
E0597218	CL	P87246246	Optical Problem	20140517	20140520	1
E0597228	CS	M73360604	Optical Problem	20140614	20140618	1
E0597247	PO	A20438072	Optical Problem	20140706	20140716	1
E0597275	PO	S45449865	Optical Problem	20140611	20140612	1
E0597287	BO	K56611958	Optical Problem	20140327	20140328	1
E0597293	CL	Q59834326	Optical Problem	20140717	20140722	1
E0597308	MC	Q77661244	Optical Problem	20140523	20140528	1
E0597317	MO	Q52345910	Optical Problem	20140912	20140915	1
E0597320	PO	M66867725	Optical Problem	20140131	20140204	1
E0597323	BH	N64634402	Optical Problem	20140113	20140115	1
E0597349	CO	Q48409433	Optical Problem	20141026	20141030	1
E0597354	CO	N58371008	Optical Problem	20141210	20141216	1
E0597379	PO	L47352078	Optical Problem	20140207	20140210	1
E0597385	CL	K65151227	Optical Problem	20140502	20140516	1
E0597390	CD	Q64096348	Optical Problem	20140726	20140728	1
E0597396	CO	M56119695	Optical Problem	20141101	20141111	1
E0597398	PO	C46000591	Optical Problem	20141016	20141021	1
E0597408	PO	M90980505	Optical Problem	20140720	20140722	1
E0597413	PO	T49423030	Optical Problem	20140810	20140813	1
E0597421	CL	D68434180	Optical Problem	20141112	20141114	1
E0597429	CD	Q81390492	Optical Problem	20141218	20141219	1
E0597431	PO	J84346044	Optical Problem	20140302	20140304	1
E0597434	PO	Q21203039	Optical Problem	20140203	20140204	1
E0597468	BH	A74391649	Optical Problem	20140330	20140409	1
E0597521	CO	K77864260	Optical Problem	20141010	20141015	1
E0597533	CO	H89094934	Optical Problem	20140906	20140919	1
E0597556	PL	A54969428	Optical Problem	20140917	20140919	1
E0597585	CL	Q91217433	Optical Problem	20140409	20140418	1
E0597627	CL	E12301484	Optical Problem	20140210	20140221	1
E0597641	PO	P23086051	Optical Problem	20140516	20140522	1
E0597652	PO	Q30114514	Optical Problem	20140210	20140217	1
E0597671	CL	F71467680	Optical Problem	20140911	20140922	1
E0597679	PO	A29543316	Optical Problem	20140712	20140715	1
E0597726	CO	Q31672475	Optical Problem	20140131	20140204	1
E0597748	PO	T53001153	Optical Problem	20140912	20140915	1
E0597770	CL	T78510045	Optical Problem	20140509	20140512	1
E0597781	MC	H42602103	Optical Problem	20140321	20140401	1
E0597819	CL	D69387947	Optical Problem	20140221	20140225	1
E0597825	CL	N95872155	Optical Problem	20141114	20141117	1
E0597902	PI	G52350359	Optical Problem	20140730	20140801	1
E0597908	CL	R43983501	Optical Problem	20140124	20140129	1
E0597915	MO	F96054091	Optical Problem	20141122	20141205	1
E0597926	CD	Q69337965	Optical Problem	20140705	20140708	1
E0597930	CL	M64635328	Optical Problem	20141212	20141215	1
E0597953	PO	L73923225	Optical Problem	20140507	20140512	1
E0598005	CO	P41695236	Optical Problem	20140515	20140516	1
E0598023	PO	E82672026	Optical Problem	20140412	20140416	1
E0598060	CL	T54555235	Optical Problem	20141029	20141104	1
E0598064	CD	H53890736	Optical Problem	20141004	20141008	1
E0598079	PL	H75318755	Optical Problem	20140816	20140821	1
E0598082	CO	D18481684	Optical Problem	20140120	20140123	1
E0598091	CL	T13446308	Optical Problem	20140801	20140814	1
E0598102	CO	J31543628	Optical Problem	20140710	20140716	1
E0598111	BH	L75417678	Optical Problem	20140323	20140326	1
E0598133	CD	Q46351508	Optical Problem	20141220	20141222	1
E0598142	CO	D22953154	Optical Problem	20140103	20140106	1
E0598152	CS	J21405388	Optical Problem	20140823	20140829	1
E0598173	CO	J84288143	Optical Problem	20141212	20141217	1
E0598184	MO	B27794135	Optical Problem	20141015	20141016	1
E0598217	CL	J77623572	Optical Problem	20140102	20140107	1
E0598236	MO	N49678321	Optical Problem	20140313	20140317	1
E0598242	CL	S61183053	Optical Problem	20140507	20140512	1
E0598249	MT	C92503428	Optical Problem	20140911	20140912	1
E0598260	PO	G26962221	Optical Problem	20140717	20140730	1
E0598297	CL	T87298581	Optical Problem	20140207	20140214	1
E0598304	CL	Q87425443	Optical Problem	20140124	20140204	1
E0598319	PO	J34862099	Optical Problem	20140801	20140811	1
E0598326	PO	Q53480032	Optical Problem	20140423	20140425	1
E0598398	PO	R17281366	Optical Problem	20140827	20140903	1
E0598435	CS	B87889945	Optical Problem	20140801	20140804	1
E0598447	CL	S30884150	Optical Problem	20140508	20140509	1
E0598474	CL	K15819087	Optical Problem	20141217	20141231	1
E0598508	CO	Q19970583	Optical Problem	20141120	20141124	1
E0598535	CL	M31836146	Optical Problem	20141022	20141027	1
E0598570	CD	T64180035	Optical Problem	20140821	20140822	1
E0598601	PO	B46882969	Optical Problem	20140814	20140827	1
E0598603	MO	C33121903	Optical Problem	20140814	20140818	1
E0598612	PO	K91462417	Optical Problem	20140618	20140627	1
E0598631	PI	Q55200205	Optical Problem	20140803	20140806	1
E0598641	MO	H76027598	Optical Problem	20141220	20141222	1
E0598667	CD	Q37219793	Optical Problem	20141016	20141021	1
E0598685	CL	D93100456	Optical Problem	20141004	20141008	1
E0598703	CL	Q88926638	Optical Problem	20140914	20140917	1
E0598711	CL	M37050665	Optical Problem	20140222	20140306	1
E0598725	MO	M81540097	Optical Problem	20141119	20141121	1
E0598735	CL	C93092542	Optical Problem	20140419	20140423	1
E0598736	CL	D93976377	Optical Problem	20141009	20141013	1
E0598747	MO	G70424053	Optical Problem	20140406	20140407	1
E0598790	CL	B34224462	Optical Problem	20140727	20140728	1
E0598796	MC	B66573730	Optical Problem	20140509	20140513	1
E0598814	PO	Q12707270	Optical Problem	20140921	20140923	1
E0598829	PD	Q29710530	Optical Problem	20140615	20140617	1
E0598868	CL	Q37623465	Optical Problem	20140316	20140318	1
E0598908	PL	S97401408	Optical Problem	20140913	20140916	1
E0598932	PO	H41684321	Optical Problem	20140606	20140612	1
E0598944	CL	Q40255140	Optical Problem	20141117	20141118	1
E0598955	MO	Q49770797	Optical Problem	20140803	20140806	1
E0598964	PO	C12282082	Optical Problem	20140612	20140613	1
E0598975	CL	F94104969	Optical Problem	20141009	20141014	1
E0598993	CL	M77512427	Optical Problem	20140607	20140611	1
E0599010	PO	F56117049	Optical Problem	20140116	20140124	1
E0599018	PO	C16742237	Optical Problem	20140627	20140703	1
E0599030	CO	H12945189	Optical Problem	20140827	20140829	1
E0599036	CO	S32052179	Optical Problem	20140328	20140401	1
E0599037	CL	Q26558323	Optical Problem	20140611	20140612	1
E0599051	CO	S22883069	Optical Problem	20141025	20141029	1
E0599064	PO	L60219750	Optical Problem	20140319	20140328	1
E0599090	CL	S27967133	Optical Problem	20140412	20140418	1
E0599095	MO	D48895761	Optical Problem	20140413	20140416	1
E0599112	CL	K92473326	Optical Problem	20141203	20141208	1
E0599125	CS	T28142018	Optical Problem	20140814	20140815	1
E0599133	CD	Q27183086	Optical Problem	20141210	20141224	1
E0599139	CD	Q39594151	Optical Problem	20140621	20140624	1
E0599147	CO	E69269237	Optical Problem	20141108	20141110	1
E0599170	CO	D48250841	Optical Problem	20140326	20140409	1
E0599177	PO	H26452875	Optical Problem	20140601	20140605	1
E0599194	CD	P17061957	Optical Problem	20140929	20141001	1
E0599195	PO	S81513032	Optical Problem	20140703	20140709	1
E0599229	CS	N85630439	Optical Problem	20140710	20140714	1
E0599235	CL	M85862332	Optical Problem	20140413	20140414	1
E0599243	CL	A69111315	Optical Problem	20141009	20141013	1
E0599252	PO	R19121450	Optical Problem	20140619	20140623	1
E0599260	CL	K89851996	Optical Problem	20140104	20140108	1
E0599273	CO	L36690132	Optical Problem	20140717	20140718	1
E0599282	PO	B85379062	Optical Problem	20140613	20140616	1
E0599292	MO	Q64211130	Optical Problem	20141105	20141107	1
E0599296	BH	P17455795	Optical Problem	20141016	20141020	1
E0599309	PO	J97937500	Optical Problem	20140924	20140929	1
E0599317	PO	D72621589	Optical Problem	20140413	20140416	1
E0599331	CD	B86990206	Optical Problem	20140630	20140703	1
E0599350	CL	J32980116	Optical Problem	20140503	20140506	1
E0599384	CD	N96787478	Optical Problem	20140206	20140207	1
E0599395	MO	N31426976	Optical Problem	20140905	20140910	1
E0599402	PO	M61978564	Optical Problem	20141011	20141013	1
E0599420	CL	T81202532	Optical Problem	20140410	20140411	1
E0599423	CL	S14642323	Optical Problem	20140615	20140616	1
E0599426	CO	C91867735	Optical Problem	20140516	20140521	1
E0599434	PO	S41186413	Optical Problem	20140412	20140416	1
E0599444	CL	S75509045	Optical Problem	20141205	20141212	1
E0599456	CO	G34949605	Optical Problem	20141025	20141029	1
E0599483	CL	B52946368	Optical Problem	20140201	20140204	1
E0599504	CL	R54334524	Optical Problem	20141016	20141017	1
E0599511	PO	J27274127	Optical Problem	20141207	20141209	1
E0599515	PD	N57815204	Optical Problem	20140530	20140604	1
E0599520	MO	B13830471	Optical Problem	20140808	20140818	1
E0599543	PO	C58173002	Optical Problem	20140117	20140121	1
E0599557	CD	H78051279	Optical Problem	20141218	20141222	1
E0599579	CL	Q31447828	Optical Problem	20140118	20140120	1
E0599590	CL	Q76317160	Optical Problem	20140713	20140716	1
E0599603	PI	R49395714	Optical Problem	20140713	20140721	1
E0599637	CL	A77505292	Optical Problem	20140913	20140916	1
E0599664	CL	C58973288	Optical Problem	20140821	20140826	1
E0599667	MO	P80945687	Optical Problem	20140530	20140606	1
E0599668	CD	S11243623	Optical Problem	20140404	20140409	1
E0599684	PO	B74315051	Optical Problem	20140905	20140910	1
E0599696	PO	M89183818	Optical Problem	20140412	20140423	1
E0599700	CL	Q26992969	Optical Problem	20140301	20140304	1
E0599707	CL	G29967550	Optical Problem	20140525	20140526	1
E0599719	MT	S35966318	Optical Problem	20140307	20140311	1
E0599752	PO	M29074148	Optical Problem	20140710	20140721	1
E0599756	CL	C78168261	Optical Problem	20141017	20141020	1
E0599773	CO	N39746768	Optical Problem	20140621	20140625	1
E0599778	BH	B75531680	Optical Problem	20141205	20141209	1
E0599789	CL	S23186687	Optical Problem	20141010	20141014	1
E0599796	CO	Q87944411	Optical Problem	20140717	20140730	1
E0599865	CL	Q52057009	Optical Problem	20140220	20140228	1
E0599903	BO	C41230066	Optical Problem	20140912	20140916	1
E0599947	CO	N30786827	Optical Problem	20141122	20141124	1
E0599990	PI	D88245555	Optical Problem	20140625	20140630	1
E0599996	CL	G97087728	Optical Problem	20140104	20140107	1
E0600020	CL	D42660935	Optical Problem	20140608	20140618	1
E0600025	PO	A99302565	Optical Problem	20141211	20141217	1
E0600029	PO	N31213677	Optical Problem	20140412	20140418	1
E0600034	CL	L8565PART	Optical Problem	20140813	20140818	1
E0600088	CD	L77742233	Optical Problem	20141018	20141021	1
E0600090	CO	T34355487	Optical Problem	20141124	20141126	1
E0600129	PO	E18283968	Optical Problem	20140710	20140715	1
E0600140	MC	R24905766	Optical Problem	20140621	20140625	1
E0600214	CO	B48826727	Optical Problem	20140711	20140714	1
E0600234	CO	F65680134	Optical Problem	20140516	20140520	1
E0600243	CL	M58704103	Optical Problem	20140905	20140910	1
E0600254	PO	B21287693	Optical Problem	20140524	20140528	1
E0600259	CL	B95193881	Optical Problem	20140328	20140331	1
E0600292	PO	E27944135	Optical Problem	20140612	20140613	1
E0600324	CL	A42220122	Optical Problem	20141126	20141127	1
E0600332	PO	G35216022	Optical Problem	20140125	20140128	1
E0600383	BO	Q98281531	Optical Problem	20140904	20140905	1
E0600388	MT	E97430089	Optical Problem	20140717	20140722	1
E0600429	CO	A55394518	Optical Problem	20140529	20140602	1
E0600449	BH	R26324458	Optical Problem	20140220	20140224	1
E0600484	MT	G13047482	Optical Problem	20140718	20140722	1
E0600490	PO	Q22433716	Optical Problem	20140118	20140121	1
E0600560	CO	G17628698	Optical Problem	20140917	20140922	1
E0600571	BO	K50346692	Optical Problem	20140511	20140521	1
E0600576	MO	F74781682	Optical Problem	20140913	20140916	1
E0600611	CD	B76632434	Optical Problem	20140222	20140306	1
E0600625	CL	T92482865	Optical Problem	20140508	20140522	1
E0600628	BH	G62041596	Optical Problem	20140112	20140115	1
E0600656	PO	K97245058	Optical Problem	20140829	20140901	1
E0600662	BH	Q78662632	Optical Problem	20141207	20141210	1
E0600671	CL	B29868658	Optical Problem	20140618	20140630	1
E0600688	CL	C32496136	Optical Problem	20140808	20140813	1
E0600738	PL	E56199816	Optical Problem	20140822	20140828	1
E0600749	CO	N18375907	Optical Problem	20140622	20140701	1
E0600754	CO	F39099481	Optical Problem	20140503	20140505	1
E0600774	CL	N18516601	Optical Problem	20140914	20140917	1
E0600781	CL	S13005281	Optical Problem	20140614	20140619	1
E0600796	CD	R48245235	Optical Problem	20140629	20140701	1
E0600814	CO	B31557362	Optical Problem	20141010	20141013	1
E0600831	PO	J52815691	Optical Problem	20140326	20140408	1
E0600853	CO	B55377370	Optical Problem	20141105	20141111	1
E0600891	CO	Q83832705	Optical Problem	20141004	20141006	1
E0600901	CO	N29859597	Optical Problem	20140911	20140919	1
E0600911	CO	N89287918	Optical Problem	20140605	20140606	1
E0600925	PO	Q46302017	Optical Problem	20140125	20140130	1
E0600934	PO	B81754432	Optical Problem	20141019	20141022	1
E0600956	CL	E72709462	Optical Problem	20140221	20140304	1
E0600967	CD	T87106098	Optical Problem	20140807	20140812	1
E0600975	CL	S97735125	Optical Problem	20141220	20141231	1
E0601007	MO	D86241264	Optical Problem	20140913	20140922	1
E0601014	BH	P90334903	Optical Problem	20140224	20140226	1
E0601027	CS	T46347187	Optical Problem	20140417	20140421	1
E0601049	CL	L63610833	Optical Problem	20140910	20140912	1
E0601056	CO	L69518260	Optical Problem	20140820	20140822	1
E0601103	MO	T60301299	Optical Problem	20140820	20140821	1
E0601115	CL	Q40821120	Optical Problem	20140619	20140624	1
E0601118	CO	P87604512	Optical Problem	20140622	20140623	1
E0601150	CL	Q11009309	Optical Problem	20140305	20140318	1
E0601154	MO	M73388602	Optical Problem	20140925	20141006	1
E0601165	MO	A30360275	Optical Problem	20141002	20141006	1
E0601232	CO	A49845440	Optical Problem	20140523	20140528	1
E0601242	CL	B68344870	Optical Problem	20140627	20140630	1
E0601266	CL	C40679673	Optical Problem	20140319	20140324	1
E0601282	CD	S48762345	Optical Problem	20140611	20140616	1
E0601340	PO	Q65160138	Optical Problem	20140203	20140210	1
E0601419	CO	G41154605	Optical Problem	20140319	20140324	1
E0601472	PL	S41944952	Optical Problem	20141003	20141006	1
E0601476	BO	Q55227037	Optical Problem	20140522	20140523	1
E0601502	PO	Q61960627	Optical Problem	20140808	20140812	1
E0601567	CO	R66084579	Optical Problem	20141026	20141106	1
E0601592	PO	S66803380	Optical Problem	20141018	20141030	1
E0601647	CL	C74891801	Optical Problem	20140127	20140128	1
E0601678	MO	Q82521274	Optical Problem	20141026	20141029	1
E0601683	CL	A96628643	Optical Problem	20141010	20141015	1
E0601684	PL	J12555167	Optical Problem	20141017	20141031	1
E0601738	MO	J29144531	Optical Problem	20140524	20140605	1
E0601745	PO	F31780077	Optical Problem	20140824	20140827	1
E0601760	CD	K43015660	Optical Problem	20140305	20140312	1
E0601789	MT	A59021833	Optical Problem	20141217	20141229	1
E0601803	MT	P52616552	Optical Problem	20140724	20140725	1
E0601841	PL	P92082160	Optical Problem	20141012	20141013	1
E0601848	CL	Q94244609	Optical Problem	20140619	20140624	1
E0601849	CD	E53311874	Optical Problem	20140511	20140512	1
E0601859	PO	Q81554110	Optical Problem	20140306	20140307	1
E0601862	CL	T16266471	Optical Problem	20140827	20140901	1
E0601864	MO	P72530028	Optical Problem	20141011	20141013	1
E0601869	CL	C49552185	Optical Problem	20140126	20140127	1
E0601889	PO	Q98827423	Optical Problem	20140716	20140717	1
E0601895	PI	E83328219	Optical Problem	20140702	20140710	1
E0601907	CL	T88057854	Optical Problem	20140315	20140326	1
E0601943	BO	L88401596	Optical Problem	20140803	20140804	1
E0601946	CL	H98000979	Optical Problem	20140905	20140908	1
E0601967	CS	A41572716	Optical Problem	20140807	20140808	1
E0601982	CL	D65861973	Optical Problem	20140918	20140919	1
E0602000	CO	C74468616	Optical Problem	20141116	20141128	1
E0602004	CL	L12305172	Optical Problem	20140920	20140923	1
E0602015	PI	A57997242	Optical Problem	20140719	20140730	1
E0602043	CL	C88845588	Optical Problem	20140112	20140113	1
E0602060	PO	Q35165241	Optical Problem	20140906	20140911	1
E0602061	CO	N92870572	Optical Problem	20141219	20141223	1
E0602063	PO	R19547251	Optical Problem	20140521	20140526	1
E0602073	CD	J87440333	Optical Problem	20140309	20140312	1
E0602075	BH	K69342656	Optical Problem	20140328	20140402	1
E0602078	CD	E68919666	Optical Problem	20140622	20140630	1
E0602091	PO	D33112004	Optical Problem	20140413	20140415	1
E0602097	CO	K75845281	Optical Problem	20140117	20140121	1
E0602100	PO	H50056353	Optical Problem	20141126	20141202	1
E0602144	PO	E91961029	Optical Problem	20140711	20140716	1
E0602162	CO	H67217049	Optical Problem	20140612	20140616	1
E0602178	PD	K63738983	Optical Problem	20140620	20140624	1
E0602193	CD	Q11629707	Optical Problem	20140919	20140923	1
E0602202	CO	H49477751	Optical Problem	20140123	20140124	1
E0602231	CL	Q62673086	Optical Problem	20141015	20141021	1
E0602248	PO	G77521010	Optical Problem	20141213	20141217	1
E0602255	CO	E15385997	Optical Problem	20140112	20140115	1
E0602287	CO	C50580003	Optical Problem	20140820	20140822	1
E0602343	BH	B61862504	Optical Problem	20140321	20140325	1
E0602354	PL	Q84058760	Optical Problem	20140919	20140924	1
E0602380	CL	T91351360	Optical Problem	20140314	20140317	1
E0602390	CD	T50697599	Optical Problem	20141116	20141120	1
E0602400	CD	A89376622	Optical Problem	20141009	20141010	1
E0602518	PO	L37486201	Optical Problem	20140801	20140806	1
E0602525	PO	G25528003	Optical Problem	20140227	20140310	1
E0602532	CD	P98150251	Optical Problem	20140214	20140219	1
E0602543	CL	K84032347	Optical Problem	20140222	20140304	1
E0602552	CO	H88166111	Optical Problem	20140523	20140604	1
E0602578	PL	Q76474622	Optical Problem	20140823	20140904	1
E0602590	CL	Q28398387	Optical Problem	20141218	20141230	1
E0602603	CL	J97113158	Optical Problem	20140626	20140708	1
E0602611	PO	Q91731920	Optical Problem	20140709	20140711	1
E0602616	CL	B68225322	Optical Problem	20140815	20140818	1
E0602630	MO	Q74160182	Optical Problem	20141001	20141009	1
E0602679	CL	T70943301	Optical Problem	20141002	20141003	1
